,X,Y,class
797,10.184908,9.643675,9GMP
798,3.805891,9.814439,4Ery
799,12.665951,11.662547,15Mo
800,5.5810475,7.2568088,4Ery
801,17.418657,6.9683933,11DC
802,-0.33036548,10.847914,2Ery
803,11.853189,10.360379,14Mo
804,11.713477,10.253215,14Mo
805,7.310515,10.303826,8Mk
806,10.188491,10.295072,13Baso
807,5.274348,9.172128,6Ery
808,12.919048,9.27654,13Baso
809,2.7728243,8.93136,4Ery
810,11.233932,8.46474,13Baso
811,13.493791,11.0418215,15Mo
812,12.387151,8.804634,13Baso
813,1.726261,12.327159,4Ery
814,-0.90658426,10.286208,2Ery
815,13.977108,13.425073,16Neu
816,-1.1811777,10.063221,2Ery
817,4.8301525,8.036442,5Ery
818,-0.76830965,10.570845,2Ery
819,5.3096523,7.9103913,5Ery
820,11.912772,7.487658,10GMP
821,13.163882,8.424039,13Baso
822,12.887139,9.130245,13Baso
823,7.915478,9.296278,8Mk
824,13.698934,13.852693,16Neu
825,12.425531,8.586908,13Baso
826,7.074542,7.53113,7MEP
827,1.4995675,10.495283,4Ery
828,11.998568,8.89436,13Baso
829,6.8179436,8.645575,6Ery
830,0.75423396,8.964672,2Ery
831,12.66487,10.905599,14Mo
832,13.926024,13.467722,16Neu
833,-0.7539877,10.152103,2Ery
834,10.619317,10.054055,13Baso
835,11.429612,11.752776,14Mo
836,5.1753106,8.892842,6Ery
837,-1.6779022,10.69399,2Ery
838,1.5947515,9.20795,2Ery
839,-0.7788245,9.644768,2Ery
840,7.7337475,9.80024,8Mk
841,-0.36296782,10.352836,2Ery
842,1.7520016,11.250047,4Ery
843,15.369109,9.874772,14Mo
844,10.286134,11.165483,17Neu
845,4.894242,7.7410574,5Ery
846,13.636447,9.7094345,13Baso
847,7.1257257,7.8665967,7MEP
848,3.1529286,9.288486,3Ery
849,3.1764066,9.878035,5Ery
850,14.483786,8.224708,13Baso
851,7.6101036,11.026462,8Mk
852,7.266309,7.928369,6Ery
853,2.4291532,8.6556635,5Ery
854,5.554624,8.460257,5Ery
855,16.40858,7.7831044,11DC
856,0.9626935,9.9437475,5Ery
857,13.145895,12.037991,15Mo
858,1.1792043,9.154695,2Ery
859,0.5622203,10.085899,2Ery
860,12.888641,12.673172,15Mo
861,12.977953,12.555341,15Mo
862,11.007572,10.307826,13Baso
863,14.6205635,9.929095,14Mo
864,14.305778,11.001173,14Mo
865,15.201662,9.872168,14Mo
866,4.611115,7.91061,5Ery
867,6.7361526,7.9439926,7MEP
868,3.7769582,9.260639,3Ery
869,1.6773823,10.341314,2Ery
870,7.6865554,8.473632,7MEP
871,-2.1690092,11.039206,1Ery
872,14.328216,10.536729,14Mo
873,0.25387093,9.998365,2Ery
874,12.447004,13.208997,15Mo
875,12.331745,10.483472,13Baso
876,4.555888,8.80685,4Ery
877,12.129928,10.569813,13Baso
878,6.1859393,9.166149,6Ery
879,9.889215,9.921415,9GMP
880,0.9256206,12.794449,3Ery
881,5.4758606,8.2279415,6Ery
882,-1.0578988,11.460503,1Ery
883,3.2828372,10.732015,4Ery
884,13.4831705,8.44159,13Baso
885,10.608867,8.81999,9GMP
886,7.4561677,7.913025,7MEP
887,13.809108,10.513058,14Mo
888,10.720146,10.230679,13Baso
889,13.121605,8.327938,13Baso
890,9.89828,7.246934,19Lymph
891,11.16237,9.3412695,10GMP
892,9.403113,9.846731,9GMP
893,4.552402,8.490626,5Ery
894,13.539008,14.218447,16Neu
895,13.999212,10.320377,14Mo
896,11.765163,12.930948,15Mo
897,1.2983667,10.516087,2Ery
898,1.9443076,10.943459,3Ery
899,10.540144,10.567244,13Baso
900,5.091594,8.594687,6Ery
901,3.8170393,8.278133,4Ery
902,1.1316981,11.400945,3Ery
903,13.209233,14.041981,16Neu
904,9.062206,9.545591,9GMP
905,10.279069,8.705621,9GMP
906,7.965133,7.6654687,12Baso
907,7.022234,8.089739,7MEP
908,13.193618,13.849676,16Neu
909,6.634812,9.028275,6Ery
910,11.959197,9.815604,13Baso
911,9.550662,11.443329,17Neu
912,13.58885,10.654587,14Mo
913,0.76958275,11.206845,3Ery
914,13.500912,13.670626,16Neu
915,11.213246,9.499035,13Baso
916,15.229375,9.408524,14Mo
917,-0.42328992,12.332129,3Ery
918,12.507569,10.164487,14Mo
919,13.377128,14.220924,16Neu
920,-0.3940711,10.951122,2Ery
921,10.426819,12.574122,18Eos
922,7.110202,8.536263,7MEP
923,6.7611446,8.054264,7MEP
924,3.1481202,9.139017,5Ery
925,14.485211,11.332256,16Neu
926,0.08743012,9.672752,2Ery
927,1.9982288,8.577333,5Ery
928,12.76167,9.281644,13Baso
929,6.3980513,7.370561,6Ery
930,14.381312,10.067733,14Mo
931,9.750292,11.363529,12Baso
932,11.942987,9.136305,13Baso
933,2.2947032,8.973243,5Ery
934,1.7148666,8.593785,2Ery
935,0.50439245,9.86073,2Ery
936,14.433131,8.892496,14Mo
937,13.183324,12.867973,16Neu
938,11.326295,10.127024,14Mo
939,-1.3413715,11.299684,1Ery
940,16.896229,7.4522667,11DC
941,-1.6223985,11.0054035,1Ery
942,11.384656,10.002039,13Baso
943,1.9747181,10.219855,3Ery
944,1.231442,10.386606,5Ery
945,13.383719,13.687468,16Neu
946,13.224411,13.606073,16Neu
947,5.735215,7.6551824,6Ery
948,-1.980022,11.298115,1Ery
949,10.945821,10.496233,14Mo
950,12.456072,12.857698,16Neu
951,0.9288006,10.315254,2Ery
952,7.493,8.939839,10GMP
953,3.5451677,7.945121,5Ery
954,15.286874,8.475282,14Mo
955,0.16236407,9.528539,2Ery
956,5.011931,9.301329,6Ery
957,2.8308158,9.362076,5Ery
958,-2.312117,10.722677,1Ery
959,7.175591,7.827703,5Ery
960,12.617534,12.4560175,15Mo
961,9.66639,7.3454437,19Lymph
962,11.290607,8.06205,10GMP
963,-0.04108974,10.07844,2Ery
964,3.001207,8.7503395,5Ery
965,7.8942533,8.028753,7MEP
966,4.640583,9.786133,6Ery
967,16.752886,7.4496737,11DC
968,1.7451289,10.691727,4Ery
969,13.8107395,9.440885,15Mo
970,0.31626675,11.031105,3Ery
971,-0.73126036,11.4617815,2Ery
972,6.850985,8.387735,7MEP
973,-1.0692395,11.55596,1Ery
974,7.197136,8.385367,7MEP
975,4.037889,8.103271,5Ery
976,1.9308647,11.247989,3Ery
977,2.125282,10.448452,3Ery
978,11.517224,9.898071,13Baso
979,2.5161102,12.087681,3Ery
980,12.734618,13.400853,15Mo
981,13.800679,11.190397,15Mo
982,2.182294,9.046742,4Ery
983,14.364642,10.458249,14Mo
984,0.6908437,9.574908,2Ery
985,0.53741026,11.100822,2Ery
986,13.486799,13.983036,16Neu
987,12.978554,8.623785,13Baso
988,12.0107,9.178914,14Mo
989,4.885913,8.299324,5Ery
990,13.371349,12.707054,16Neu
991,14.760418,10.225796,14Mo
992,13.749722,12.49816,16Neu
993,7.247787,10.621608,8Mk
994,6.9415336,7.530057,7MEP
995,8.3178835,8.386456,8Mk
996,14.092586,9.711687,14Mo
997,12.244014,7.725495,10GMP
998,2.350531,9.195572,5Ery
999,5.5401654,7.8023357,10GMP
1000,2.0019734,9.217702,3Ery
1001,11.109214,9.660021,13Baso
1002,12.737797,10.029816,14Mo
1003,1.535066,11.2814,3Ery
1004,2.2749991,8.493011,2Ery
1005,-0.39497375,9.467395,2Ery
1006,12.255454,11.889085,14Mo
1007,0.83387893,8.750586,2Ery
1008,5.159605,8.381989,6Ery
1009,1.2613053,10.754322,4Ery
1010,12.912938,12.605246,15Mo
1011,12.731742,8.385681,13Baso
1012,5.200261,7.524882,6Ery
1013,9.040689,9.922709,12Baso
1014,14.078263,13.596817,16Neu
1015,14.009241,10.416969,14Mo
1016,13.246769,12.069588,15Mo
1017,12.959593,8.07381,13Baso
1018,0.76530117,10.126869,2Ery
1019,13.346109,10.200762,14Mo
1020,12.350705,10.274979,14Mo
1021,9.174833,9.051628,12Baso
1022,9.987126,9.18366,10GMP
1023,7.188123,8.537158,7MEP
1024,0.88900965,10.141261,2Ery
1025,3.8677363,8.883229,4Ery
1026,1.797124,9.425763,3Ery
1027,13.803897,12.654868,16Neu
1028,3.7124298,7.9839907,5Ery
1029,-0.31640032,9.251404,2Ery
1030,3.1665614,9.67324,3Ery
1031,0.22904526,9.361041,2Ery
1032,13.644837,10.408902,14Mo
1033,14.425684,9.765133,14Mo
1034,7.8863726,10.771517,8Mk
1035,2.1831882,8.469012,5Ery
1036,6.775886,8.435516,7MEP
1037,6.947803,8.704779,7MEP
1038,13.5219755,13.658668,16Neu
1039,1.0896355,9.591277,2Ery
1040,12.350381,8.05126,13Baso
1041,2.3825266,9.797899,5Ery
1042,3.360234,8.077789,5Ery
1043,13.402234,11.979918,14Mo
1044,5.6505947,8.048858,6Ery
1045,14.783868,10.245505,14Mo
1046,7.9734483,8.867234,7MEP
1047,0.2972523,9.802411,2Ery
1048,12.751991,8.8475275,13Baso
1049,-1.5556453,10.32949,2Ery
1050,12.372459,9.561945,14Mo
1051,1.0133733,8.901842,2Ery
1052,12.562109,12.680982,15Mo
1053,3.1641557,8.682143,3Ery
1054,3.687578,9.4190855,5Ery
1055,7.8530383,9.479782,10GMP
1056,5.8400865,7.7527547,6Ery
1057,13.477813,10.832948,15Mo
1058,-0.9599008,11.960939,1Ery
1059,3.63832,9.70216,4Ery
1060,8.589107,9.799089,12Baso
1061,3.2521172,9.305624,4Ery
1062,14.489773,7.6039352,13Baso
1063,3.5038562,10.210582,6Ery
1064,2.8957665,9.699244,3Ery
1065,6.0406137,9.920054,8Mk
1066,5.0759096,10.149967,6Ery
1067,2.8579245,11.327728,3Ery
1068,2.4933813,11.134623,3Ery
1069,1.6240968,12.308327,4Ery
1070,11.893499,14.396558,16Neu
1071,6.8494596,8.185875,7MEP
1072,0.32475996,12.936703,3Ery
1073,11.221141,13.490109,15Mo
1074,11.326671,7.5703063,10GMP
1075,9.713963,10.621093,12Baso
1076,0.22387083,12.246958,3Ery
1077,1.7457942,11.889402,3Ery
1078,13.603869,7.827755,14Mo
1079,10.159114,10.207481,9GMP
1080,9.408695,10.739968,12Baso
1081,12.184397,13.267959,15Mo
1082,11.947239,14.269407,15Mo
1083,-0.19924138,10.777633,2Ery
1084,14.0800905,9.694591,14Mo
1085,0.6284594,10.151494,4Ery
1086,0.6818939,12.51479,3Ery
1087,14.061127,8.820114,14Mo
1088,13.979026,9.466468,14Mo
1089,7.4530244,10.861819,8Mk
1090,12.9717245,15.062308,16Neu
1091,9.27076,8.665763,10GMP
1092,0.534922,10.075601,2Ery
1093,-0.23570819,10.577676,2Ery
1094,1.9887897,11.99444,3Ery
1095,7.0748935,9.063847,9GMP
1096,11.777638,13.870174,15Mo
1097,14.575123,8.402603,14Mo
1098,3.4611006,8.150824,5Ery
1099,11.975509,10.081751,14Mo
1100,0.44044834,10.102296,2Ery
1101,13.417806,8.650663,13Baso
1102,14.159879,8.265994,14Mo
1103,14.237484,7.6453834,14Mo
1104,11.035717,10.287566,14Mo
1105,0.61378,11.615124,2Ery
1106,-0.718952,10.595615,2Ery
1107,14.508743,9.193531,13Baso
1108,5.3800726,7.684669,6Ery
1109,8.517041,8.475743,7MEP
1110,7.8980494,8.112429,7MEP
1111,11.606603,9.183304,13Baso
1112,3.2694788,10.826639,3Ery
1113,4.663554,8.671906,3Ery
1114,12.044998,10.080222,14Mo
1115,5.096808,6.9550786,2Ery
1116,1.0256795,9.02456,2Ery
1117,7.2751956,10.27998,8Mk
1118,7.3731704,8.772724,7MEP
1119,13.242615,14.306658,16Neu
1120,3.3498886,8.926716,5Ery
1121,14.9506035,9.910547,14Mo
1122,3.287015,8.64088,2Ery
1123,13.681265,10.703267,14Mo
1124,6.9053187,10.139115,8Mk
1125,7.482046,9.190095,7MEP
1126,10.080285,7.177292,19Lymph
1127,12.280736,11.649792,14Mo
1128,8.170058,7.7573247,12Baso
1129,13.112095,8.041278,13Baso
1130,6.76255,9.464961,12Baso
1131,13.247128,8.253452,13Baso
1132,2.3024418,11.516963,4Ery
1133,12.965097,9.873229,14Mo
1134,0.18743894,11.967023,2Ery
1135,2.8758957,8.614754,5Ery
1136,16.239199,7.8639193,11DC
1137,12.701161,15.098879,16Neu
1138,1.6180097,11.903248,3Ery
1139,17.086048,7.2808986,11DC
1140,2.2340736,11.227296,3Ery
1141,1.1162599,12.243081,4Ery
1142,0.2603623,12.041186,3Ery
1143,6.329079,8.8808,6Ery
1144,11.456696,12.83366,15Mo
1145,9.452573,11.555348,17Neu
1146,15.016543,9.521718,14Mo
1147,0.63181996,12.231338,4Ery
1148,11.282891,7.7843475,9GMP
1149,7.443378,8.259316,7MEP
1150,7.6732674,8.033389,7MEP
1151,11.881408,11.798858,14Mo
1152,12.408038,9.0659685,13Baso
1153,3.1799989,11.406849,4Ery
1154,11.822456,9.788978,13Baso
1155,14.676591,9.481054,14Mo
1156,2.0108566,9.510513,3Ery
1157,-0.8263092,10.391804,2Ery
1158,2.4537992,11.767852,3Ery
1159,14.418995,9.01691,14Mo
1160,4.002328,9.865566,6Ery
1161,0.44066224,9.0044,2Ery
1162,11.9683275,7.8166766,10GMP
1163,14.075727,8.589308,13Baso
1164,4.886424,9.152211,5Ery
1165,6.576816,7.5502777,7MEP
1166,13.659746,8.70641,13Baso
1167,-0.7206178,10.575311,3Ery
1168,0.47721484,9.5576105,2Ery
1169,13.05676,10.120532,14Mo
1170,0.94530654,11.733453,3Ery
1171,0.03357676,9.700062,2Ery
1172,7.7751074,7.566566,10GMP
1173,13.26894,7.6054597,13Baso
1174,13.3237505,9.0685425,14Mo
1175,1.1736006,10.851953,4Ery
1176,4.605631,7.7389083,5Ery
1177,10.601792,11.69514,18Eos
1178,3.7864058,7.644279,2Ery
1179,12.174524,12.88283,14Mo
1180,2.446619,11.773835,3Ery
1181,11.3029995,8.522583,13Baso
1182,3.8725655,9.141242,5Ery
1183,9.837076,10.627437,12Baso
1184,5.241915,7.755542,5Ery
1185,0.4850399,10.0255,2Ery
1186,7.9804835,7.8414917,7MEP
1187,5.7242455,7.715647,5Ery
1188,13.024849,13.66184,16Neu
1189,11.441846,13.456407,15Mo
1190,10.67661,11.591947,14Mo
1191,2.5465398,9.011799,5Ery
1192,12.202418,12.573836,16Neu
1193,0.46744123,9.318701,2Ery
1194,0.027804125,10.145449,2Ery
1195,4.406921,8.724725,6Ery
1196,1.2501585,9.126312,2Ery
1197,2.1434126,9.347054,5Ery
1198,12.242707,9.403356,14Mo
1199,-0.45548695,10.881604,2Ery
1200,4.567771,10.373942,3Ery
1201,3.6449714,9.744271,5Ery
1202,12.47012,14.544136,16Neu
1203,10.952753,8.341823,10GMP
1204,13.705315,10.247099,14Mo
1205,-2.1255665,10.495711,1Ery
1206,-0.5042384,9.569865,2Ery
1207,0.5922634,12.087116,3Ery
1208,12.634499,13.078322,15Mo
1209,8.486971,8.112191,7MEP
1210,2.194788,9.482956,4Ery
1211,7.579109,8.690753,7MEP
1212,4.3165836,8.360452,5Ery
1213,2.2010972,8.703883,2Ery
1214,12.040325,8.245041,13Baso
1215,13.232289,10.816988,14Mo
1216,13.44606,10.443598,15Mo
1217,0.3508805,10.914128,2Ery
1218,11.536756,11.401261,14Mo
1219,5.4395137,9.013939,6Ery
1220,10.0015335,10.526507,12Baso
1221,1.1502621,10.20411,2Ery
1222,10.124818,7.3770328,19Lymph
1223,5.962918,9.487414,6Ery
1224,11.682616,10.587214,14Mo
1225,6.567985,7.651157,6Ery
1226,9.3173485,11.5868635,17Neu
1227,4.5799356,9.2208605,6Ery
1228,7.2516475,7.5171285,6Ery
1229,10.229357,9.058828,9GMP
1230,3.3785903,10.226203,3Ery
1231,14.531102,9.448896,14Mo
1232,5.4413066,10.092586,6Ery
1233,11.231231,12.396093,15Mo
1234,14.295252,10.18448,15Mo
1235,14.000333,8.525883,13Baso
1236,1.31426,10.678331,3Ery
1237,13.180468,13.204443,16Neu
1238,7.7254863,7.9999366,7MEP
1239,0.61974144,12.91308,3Ery
1240,12.110045,10.589743,13Baso
1241,0.31180218,12.315237,3Ery
1242,12.373406,10.833564,14Mo
1243,14.966962,7.986634,14Mo
1244,7.015902,10.469301,8Mk
1245,13.215968,12.969338,16Neu
1246,11.132501,11.527643,14Mo
1247,9.32362,11.572712,17Neu
1248,-0.0028185123,12.620768,3Ery
1249,3.9401252,8.322404,5Ery
1250,11.13802,8.572329,10GMP
1251,13.28366,13.500169,16Neu
1252,1.6821647,9.024304,2Ery
1253,12.196502,10.772308,14Mo
1254,6.0878215,8.479685,6Ery
1255,14.610676,8.715152,14Mo
1256,13.7823305,7.9693522,13Baso
1257,4.179874,8.461166,5Ery
1258,9.396518,9.7383,10GMP
1259,7.0768676,7.91754,7MEP
1260,2.367294,8.32773,2Ery
1261,1.0069928,8.797322,2Ery
1262,-0.21060342,10.401298,2Ery
1263,12.105243,11.297665,14Mo
1264,6.470638,8.121058,7MEP
1265,7.4329166,10.606597,8Mk
1266,14.549393,9.890854,14Mo
1267,1.0824516,8.948813,2Ery
1268,1.3203561,9.495062,2Ery
1269,11.351636,10.699956,14Mo
1270,11.741717,9.758997,13Baso
1271,5.9946337,9.714765,7MEP
1272,0.40615544,12.352039,4Ery
1273,12.492203,8.909918,13Baso
1274,15.298974,9.30061,13Baso
1275,4.569976,8.533421,5Ery
1276,1.2926735,9.345015,2Ery
1277,10.455837,12.561113,18Eos
1278,11.844581,13.030023,15Mo
1279,4.059158,9.646484,5Ery
1280,6.668491,7.202669,7MEP
1281,-0.461787,10.256968,2Ery
1282,15.359918,8.512608,13Baso
1283,15.63589,9.414475,14Mo
1284,6.206315,7.149068,6Ery
1285,4.078732,9.321243,5Ery
1286,2.8037715,9.44615,4Ery
1287,13.713313,8.497582,13Baso
1288,6.500949,8.156534,7MEP
1289,6.017429,7.4025927,5Ery
1290,2.8772376,8.7247095,5Ery
1291,10.979953,8.113809,10GMP
1292,12.758416,14.630002,16Neu
1293,1.4623421,10.851617,2Ery
1294,12.1593275,11.55438,14Mo
1295,1.0255393,12.108243,3Ery
1296,2.528828,9.184869,2Ery
1297,10.781902,9.098555,10GMP
1298,12.714626,13.633657,16Neu
1299,8.298321,8.807338,8Mk
1300,5.605135,8.733586,6Ery
1301,12.56713,11.804369,15Mo
1302,3.9444137,9.701223,5Ery
1303,11.2723255,8.887221,10GMP
1304,6.751802,8.25277,7MEP
1305,14.623541,9.189774,14Mo
1306,9.518299,7.4357605,19Lymph
1307,0.64734167,11.600158,2Ery
1308,12.7966385,12.870619,15Mo
1309,1.062689,12.469388,3Ery
1310,4.9728613,9.310711,6Ery
1311,-2.0864277,11.326987,1Ery
1312,0.7342468,12.566175,2Ery
1313,0.29490256,12.079887,3Ery
1314,1.657673,11.589461,4Ery
1315,4.9312997,8.763484,6Ery
1316,13.598156,8.0833,13Baso
1317,2.067748,10.659241,3Ery
1318,3.5167985,9.964465,5Ery
1319,13.5441,12.07805,14Mo
1320,12.266824,10.286936,13Baso
1321,12.200147,9.944479,13Baso
1322,1.8104327,11.109111,3Ery
1323,2.5780795,9.394343,4Ery
1324,6.970595,7.961918,7MEP
1325,11.171914,10.144025,10GMP
1326,17.065792,7.1621895,11DC
1327,1.3082105,12.185307,3Ery
1328,10.790615,10.33012,13Baso
1329,2.1404648,9.172231,2Ery
1330,13.342245,8.787122,13Baso
1331,0.83567685,10.779115,2Ery
1332,2.5595803,10.916631,4Ery
1333,11.045828,8.304867,10GMP
1334,12.406442,14.824561,16Neu
1335,11.390694,11.604504,14Mo
1336,12.657485,13.51766,16Neu
1337,9.237275,10.03241,10GMP
1338,2.517641,8.296402,2Ery
1339,0.51473415,10.158054,2Ery
1340,5.942432,8.47133,6Ery
1341,0.6458025,12.115346,3Ery
1342,14.694332,9.460853,14Mo
1343,12.424277,10.173793,14Mo
1344,12.791235,12.366477,15Mo
1345,10.37128,10.094562,10GMP
1346,15.637888,8.9039135,13Baso
1347,4.311833,9.81332,3Ery
1348,6.987769,8.863254,7MEP
1349,14.290369,7.8516107,13Baso
1350,-1.3602397,10.090039,2Ery
1351,11.899577,9.179483,14Mo
1352,15.408432,8.783008,14Mo
1353,14.960392,10.24152,15Mo
1354,1.429295,10.57869,4Ery
1355,12.323395,13.041297,15Mo
1356,14.5807,9.638204,14Mo
1357,11.363357,8.958119,10GMP
1358,11.009371,9.605512,13Baso
1359,12.84018,12.558977,16Neu
1360,7.564212,10.737727,8Mk
1361,13.134846,9.453084,13Baso
1362,4.490908,9.087922,5Ery
1363,5.8817916,7.74554,6Ery
1364,12.457856,9.174842,14Mo
1365,1.3890785,9.666333,2Ery
1366,5.574273,8.817559,6Ery
1367,3.2188451,11.063069,3Ery
1368,12.390763,10.469429,14Mo
1369,6.4564724,8.90901,7MEP
1370,7.317799,8.707011,7MEP
1371,14.801963,9.473827,14Mo
1372,5.861084,7.167618,5Ery
1373,15.3929205,8.510422,13Baso
1374,0.53876895,9.4447,2Ery
1375,12.766019,13.076309,16Neu
1376,7.3360133,7.486155,12Baso
1377,12.08042,10.746933,14Mo
1378,7.6152005,10.551635,8Mk
1379,1.5033188,9.170311,4Ery
1380,1.9832379,11.563837,3Ery
1381,1.4179811,9.874994,2Ery
1382,14.463233,8.657756,14Mo
1383,8.700633,8.580394,7MEP
1384,10.344546,7.6910515,19Lymph
1385,7.582752,9.892237,7MEP
1386,10.022276,9.733626,10GMP
1387,13.795022,8.953447,13Baso
1388,-0.20321338,9.958677,2Ery
1389,-0.30325428,10.823131,2Ery
1390,1.6528845,11.775441,3Ery
1391,2.5375655,11.991711,3Ery
1392,5.2075677,9.203189,6Ery
1393,7.40627,8.047501,7MEP
1394,9.407948,9.286614,8Mk
1395,4.8150535,7.06126,2Ery
1396,-0.5389304,11.84872,1Ery
1397,10.566859,9.348305,9GMP
1398,13.817148,7.528493,13Baso
1399,13.61839,11.061494,15Mo
1400,5.714836,9.138701,6Ery
1401,12.1987705,9.098953,13Baso
1402,1.6840788,11.270641,3Ery
1403,12.063299,14.376277,16Neu
1404,13.3914175,9.599737,14Mo
1405,3.2633767,9.926972,5Ery
1406,6.501041,8.561395,7MEP
1407,14.205776,8.279394,13Baso
1408,3.7380214,9.808531,4Ery
1409,13.389735,10.104143,13Baso
1410,1.3735617,10.94813,2Ery
1411,12.685867,12.477668,15Mo
1412,8.726519,10.113599,7MEP
1413,1.7248338,11.924915,3Ery
1414,11.144451,9.146997,10GMP
1415,12.666822,9.027259,13Baso
1416,2.2242532,10.546327,3Ery
1417,-0.62182873,11.805808,1Ery
1418,10.495431,10.115917,13Baso
1419,12.390644,9.493664,13Baso
1420,7.129088,8.635253,7MEP
1421,14.06385,11.584346,16Neu
1422,13.15832,9.047412,14Mo
1423,-0.11920956,12.640323,3Ery
1424,1.0357236,11.318305,2Ery
1425,0.30417517,11.68121,1Ery
1426,13.339365,8.438414,13Baso
1427,12.203657,13.188716,15Mo
1428,7.05203,10.437667,8Mk
1429,-0.15347287,12.387316,2Ery
1430,14.6168,8.372898,14Mo
1431,14.271566,10.447335,14Mo
1432,13.150179,10.326394,14Mo
1433,10.104678,9.727159,9GMP
1434,13.990785,8.547216,14Mo
1435,10.599952,11.43646,14Mo
1436,0.2452517,10.095419,2Ery
1437,6.7500668,7.452782,7MEP
1438,-0.11889147,11.909301,2Ery
1439,12.966358,13.745546,16Neu
1440,11.653491,8.067836,10GMP
1441,5.0841994,8.616109,6Ery
1442,-0.8596898,11.250352,2Ery
1443,13.366154,11.233044,15Mo
1444,11.155951,10.366234,14Mo
1445,13.061069,13.47477,15Mo
1446,3.8675253,9.710953,3Ery
1447,10.27646,10.650888,12Baso
1448,0.8276574,10.639571,2Ery
1449,12.267365,8.510359,13Baso
1450,12.988565,9.0890665,13Baso
1451,7.3249493,7.9624395,7MEP
1452,4.8473005,8.726165,6Ery
1453,3.9347973,9.835893,5Ery
1454,0.8041792,9.130476,2Ery
1455,10.064085,7.3117633,19Lymph
1456,11.67586,11.343451,14Mo
1457,7.7187986,7.3373733,12Baso
1458,0.79143006,11.227802,2Ery
1459,12.610624,14.343314,16Neu
1460,3.6918113,10.24489,4Ery
1461,6.04676,7.770414,6Ery
1462,11.31599,9.15464,13Baso
1463,2.9103537,10.015473,4Ery
1464,0.43396565,11.381025,2Ery
1465,1.8023938,10.4627075,4Ery
1466,13.118305,12.346306,15Mo
1467,-1.7726542,11.480241,1Ery
1468,11.43781,13.732353,15Mo
1469,13.016313,8.848648,13Baso
1470,13.311744,11.759888,15Mo
1471,0.9021044,8.94593,3Ery
1472,4.9711356,8.68994,6Ery
1473,8.942592,9.199405,12Baso
1474,9.596936,10.781687,12Baso
1475,12.754232,10.775595,13Baso
1476,3.8312595,9.301335,5Ery
1477,13.5309,12.900871,16Neu
1478,4.327217,9.870476,6Ery
1479,14.114509,8.262229,13Baso
1480,0.07409989,11.887611,2Ery
1481,13.652167,8.918644,14Mo
1482,4.1587667,10.148453,3Ery
1483,14.028316,10.316315,14Mo
1484,7.9991627,8.979054,8Mk
1485,0.59805095,8.959777,2Ery
1486,11.113771,8.155797,9GMP
1487,4.460058,9.91314,4Ery
1488,4.1857257,10.401951,3Ery
1489,1.7855659,10.352648,3Ery
1490,13.361784,9.61864,14Mo
1491,1.2353419,9.344617,2Ery
1492,11.953324,8.364452,10GMP
1493,13.282382,14.6445055,16Neu
1494,5.3080215,8.572107,6Ery
1495,13.218447,9.035397,14Mo
1496,13.49378,13.033615,16Neu
1497,2.7298331,10.239435,5Ery
1498,12.7439165,8.723737,10GMP
1499,14.040544,11.305944,16Neu
1500,7.3739586,8.455335,12Baso
1501,16.116066,7.972282,11DC
1502,13.062599,13.30727,15Mo
1503,1.4590428,8.951643,2Ery
1504,13.332381,9.218916,13Baso
1505,7.1980996,8.095931,7MEP
1506,14.82382,9.005816,13Baso
1507,13.899254,9.350041,13Baso
1508,2.517652,8.443979,2Ery
1509,5.7718735,9.892288,6Ery
1510,13.15289,9.825696,14Mo
1511,3.109946,8.345813,5Ery
1512,13.116827,14.737291,16Neu
1513,4.2293534,7.925166,5Ery
1514,5.3203816,9.151699,6Ery
1515,10.409438,12.616709,18Eos
1516,12.727228,9.6588335,14Mo
1517,12.6874075,10.089802,14Mo
1518,14.434843,8.59182,13Baso
1519,12.476522,14.077284,15Mo
1520,4.185351,7.2909803,2Ery
1521,0.8365428,12.2097645,2Ery
1522,12.146344,8.117629,13Baso
1523,4.659861,7.263476,3Ery
1524,0.94804233,11.060805,2Ery
1525,14.264693,11.078437,15Mo
1526,9.838243,10.787597,12Baso
1527,6.047537,9.565848,7MEP
1528,5.2241745,7.0378313,3Ery
1529,5.625823,7.078121,4Ery
1530,12.81186,12.451317,15Mo
1531,14.509101,9.833392,14Mo
1532,2.538388,10.349112,4Ery
1533,1.6175627,10.618357,4Ery
1534,12.8706665,8.891537,13Baso
1535,9.840532,8.893779,9GMP
1536,9.354064,10.492852,12Baso
1537,1.3987974,11.044872,2Ery
1538,3.9859602,8.567495,4Ery
1539,8.17906,9.723075,9GMP
1540,13.147826,14.269728,16Neu
1541,12.886649,13.211038,16Neu
1542,0.89697963,9.072526,2Ery
1543,0.48539186,10.8914385,2Ery
1544,13.193365,14.188,16Neu
1545,6.8787646,8.2921715,7MEP
1546,11.496462,10.199961,14Mo
1547,12.820823,10.898637,14Mo
1548,10.186225,10.243112,14Mo
1549,4.17281,7.8348303,5Ery
1550,2.3289244,9.608611,5Ery
1551,1.8598486,11.167692,3Ery
1552,1.6210276,11.6155405,3Ery
1553,-0.7881473,10.979828,2Ery
1554,10.536177,12.52644,18Eos
1555,13.724648,9.604799,14Mo
1556,1.8555847,11.097685,3Ery
1557,12.491608,10.206625,14Mo
1558,11.931183,12.009036,14Mo
1559,8.697339,9.884663,12Baso
1560,13.444542,10.361309,14Mo
1561,2.3390393,10.922402,4Ery
